åh,_søren_heller        åh,_søren_heller+?      inf
åh,_dobbeltsøren        åh,_dobbeltsøren+?      inf
hysj    hysj+?  inf
oi_stakkars     oi_stakkars+?   inf
fy_fitte        fy_fitte+?      inf
ha_en_fin_uke   ha_en_fin_uke+? inf
