hallintoala N   region
maa N   land
piäs    N   sogn
suokkana    N   sogn
territorio  N   territorium
ala N   sone
bufferiala  N   buffersone
ankkuripaikka   N   ankerplass
lahti   N   bukt
lahđet  N   bukter
mukka   N   vik
pankit  N   banker
jokimella   N   elvebredd
jänkkä  N   myr
jäätikkö    N   iskappe
väylä   N   kanal
purjettimisväylä    N   skipsled på sjøen
kanaali N   kanal
akvedukti   N   akvedukt
dreneerinkikanaali  N   dreneringskanal
kastelukanaali  N   vanningskanal
purjettimiskanaali  N   seilingskanal
vuoppii N   kil
ullivesijoki    N   tidevannselv
virta   N   strøm
runka   N   elveløp
telakka N   dokk
hamina-allas    N   havnebasseng
jäälaki N   iskuppel
kravi   N   grøft
dreneerinkikravi    N   dreneringsgrøft
kastelukravi    N   vanningsgrøft
kravinsuu   N   grøfteutløp
jovensuu    N   elvemunning
pyytöala    N   fiskeområde
vuono   N   fjord
vuonot  N   fjorder
kurkkii N   foss
rässi   N   slamområde
liete   N   slamområde
vuorovesi-ala   N   tidevannsområde
jäätikkö    N   isbre
lahti   N   golf
geisiri N   geysir
hamina  N   havn
oja N   innløp
laguuni N   lagune
laguunit    N   laguner
järvi   N   innsjø
kraaterijärvi   N   kratersjø
suolajärvi  N   saltsjø
makkaralompolo  N   kroksjø
järvet  N   innsjøer
kraaterijärvet  N   kratersjøer
suolajärvet N   saltsjøer
suola-allas N   saltutvinningsbasseng
mangruuvejänkkä N   mangrovesump
kangas  N   mo
jänkkä  N   myr
marskimaa   N   marskland
salmenväylä N   sund
meri    N   hav
taittheet   N   brenninger
lompolo N   tjern
suolavesipato   N   saltvannsdam
lantot  N   dammer
kalataras   N   fiskedammer
suolavesialthaat    N   saltvannsdammer
fielma  N   kulp
jorma   N   kulp
ankkuripaikka   N   åpen ankerplass
rantapankki N   rev
korallipankki   N   korallrev
koski   N   stryk
reservuaari N   reservoar
vesitankki  N   vanntank
kursu   N   ravine
sabkha  N   sabkha (oversvømt område)
rässi   N   sabkha (oversvømt område)
nuora   N   sund
meri    N   sjø
hietamatala N   sandgrunne
karkko  N   sandgrunne
niska   N   terskel
kalttii N   kilde
svoovelikalttii N   svovelkilde
oja N   bekk
jovenhaara  N   elvearm
kanaali-oja N   kanalisert bekk
puđas   N   elvearm
uitto   N   elvearm
ojansuu N   bekkeutløp
ojat    N   bekker
salmi   N   sund
rämmee  N   sump
kastelusysteemi N   vanningssystem
kanaalitunneli  N   kanaltunnel
wadi    N   wadi
wadit   N   wadier
kostet  N   strømvirvel
kaivo   N   brønn
