Nordiske_land	Nordiske_land+?	inf
Kaaresuanto	Kaaresuanto+?	inf
Tuvalu	Tuvalu+?	inf
Strand	Strand+?	inf
Onega	Onega+?	inf
Stangenes	Stangenes+?	inf
Trondheim	Trondheim+?	inf
Sappen	Sappen+?	inf
Reisafjorden	Reisafjorden+?	inf
Amtmannsnes	Amtmannsnes+?	inf
Aronnes	Aronnes+?	inf
