"Lemma","POS","trans","tPOS","1stamme","2stamme","syntrans","syntransPOS","syntrans2","syntrans2POS","syntrans3","syntrans3POS","syneks","syneks2","syneks3"
"knipsata","verb","knipse",,"knipsaa-","knipsan-",,,,,,,,,
"ylpeillä","verb","være stolt",,"ylppeile-","ylpeil-",,,,,,,,,
"korjata","verb","gjemme",,"korjaa-","korjan-","rydde",,,,,,,,
"arvata","verb","gjette",,"arvaa-","arvan-",,,,,,,,,
"sattaat","verb","regne",,"saða-","sata-",,,,,,,,,
"veltata","verb","pløye",,"velttaa-","veltan-",,,,,,,,,
"aikkoot","verb","akte",,"aio-","aiko-","ha til hensikt",,,,,,,,
"kopistella","verb","banke på",,"kopistele-","-",,,,,,,,,
"klaarata","verb","klare seg",,"klaaraa-","klaaran-",,,,,,,,,
"eppäillä","verb","tvile",,"eppäile-","eppäil-",,,,,,,,,
"paskanttaat","verb","skite",,"paskanna-","paskanta-","ha avføring",,,,,,,,
"kaupata","verb","kjøpe",,"kauppaa-","kaupan-","drive forretning",,,,,,,,
"kuorittaat","verb","skrelle",,"kuorita-","-",,,,,,,,,
"märehtiit","verb","tygge drøv",,"-","-",,,,,,,,,
"valota","verb","sige",,"valloo-","valon-","renne",,,,,,,,
"kiskasta","verb","rykke til",,"kiskase-","kiskas-",,,,,,,,,
"nukahtaat","verb","sovne",,"-","-","falle i søvn",,"småsove",,,,,,
"lymmyyt","verb","gjemme seg",,"-","-",,,,,,,"lymmyilä",,
"klapata","verb","klappe",,"klappaa-","klapan-",,,,,,,,,
"toimittaat","verb","utrette",,"toimita-","-",,,,,,,,,
"läiskyttäät","verb","skvulpe (til)",,"läiskytä-","-",,,,,,,,,
"tyyrätä","verb","renne",,"tyyrää-","tyyrän-",,,,,,,,,
"raavastuut","verb","bli voksen",,"-","-",,,,,,,,,
"haavoittuut","verb","bli såra",,"haavoitu-","-",,,,,,,,,
"oðotatuttaat","verb","la vente",,"odotatuta-","-",,,,,,,,,
"kuorsata","verb","snorke",,"kuorssaa-","kuorsan-",,,,,,,,,
"merkitä","verb","merke",,"merkitte-","merkitten-","bety",,,,,,,,
"ratketa","verb","gå opp i sømmen",,"ratkee-","ratken-",,,,,,,,,
"lommistuut","verb","få bulker",,"-","-",,,,,,,,,
"kurpata","verb","tråkle",,"kurppaa-","kurpan-",,,,,,,,,
"pröövätä","verb","prøve",,"pröövää-","pröövän-",,,,,,,,,
"kruunata","verb","krone",,"kruunaa-","krunan-",,,,,,,,,
"puhalella","verb","blåse",,"puhalele-","puhalel-",,,,,,,,,
"koskeet","verb","berøre",,"-","-",,,,,,,,,
"levetä","verb","bli bred",,":levvene-","leven-",,,,,,,,,
"marssiskella","verb","marsjere",,"marssiskele-","marssiskel-",,,,,,,,,
"kaffistella","verb","ta en kaffepause",,"kaffistele-","kaffistel-",,,,,,,,,
"keitellä","verb","koke",,"keittele-","keitel-",,,,,,,,,
"näytellä","verb","vise",,"näyttele-","näytel-","drive og vise",,,,,,,,
"paranttuut","verb","bli bedre",,"parannu-","parantu-",,,,,,,,,
"valvoot","verb","våke",,"-","-",,,,,,,,,
"taajoot","verb","tulle",,"-","-","vase",,,,,,,,
"lattoot","verb","stable",,"laðo-","lato-",,,,,,,,,
"synnyttäät","verb","føde",,"synnytä-","-",,,,,,,"poikkiit",,
"amppuut","verb","skyte",,"ammu-","ampu-",,,,,,,,,
"kyetä","verb","evne",,"kykene-","kyen-","duge",,"være i stand til",,,,,,
"luoða","verb","skape",,"luo-","luon-",,,,,,,,,
"kukkiit","verb","blomstre",,"kuki-","-",,,,,,,,,
"immeet","verb","die",,"ime-","ime-","patte",,"suge",,,,,,
"ei","verb","ikke",,"-","-",,,,,,,"Hän ei ole kotona",,
"meinata","verb","mene",,"meinaa-","meinan-",,,,,,,,,
"kuorsata","verb","snorke",,"kuorssaa-","kuorsan-",,,,,,,,,
"tehettäät","verb","la gjøre",,"tehetä-","-",,,,,,,,,
"mykyttäät","verb","stamme",,"mykytä-","-",,,,,,,,,
"asetella","verb","leke",,"asettele-","asetel-",,,,,,,,,
"nielasta","verb","svelge",,"nielase-","nielas-",,,,,,,,,
"opettaat","verb","lære",,"opeta-","-","undervise",,,,,,,,
"valita","verb","velge",,"valitte-","valitte-",,,,,,,,,
"kyetä","verb","evne",,"kykene-","kyen-","duge",,"være i stand til",,,,,,
"mookata","verb","slå",,"mookkaa-","mookan-",,,,,,,,,
"kylästellä","verb","besøke",,"kylästele-","kylästel-",,,,,,,,,
"aueta","verb","åpne seg",,"aukene-","aue-",,,,,,,,,
"siunata","verb","signe",,"siunaa-","siunan-","velsigne",,,,,,,,
"sattaat","verb","regne",,"saða-","sata-",,,,,,,,,
"uskoot","verb","tro",,"-","-",,,,,,,,,
"viippyyt","verb","drøye",,"viivy-","viipy-",,,,,,,,,
"märehtiit","verb","tygge drøv",,"-","-",,,,,,,,,
"sisälttäät","verb","inneholde",,"sisällä-","sisältä-",,,,,,,,,
"väsyttäät","verb","trøtne",,"väsytä-","-",,,,,,,,,
"vahvistaat","verb","gjøre tykkere",,"-","-","forsterke",,,,,,,,
"koskeet","verb","berøre",,"-","-",,,,,,,,,
"viskata","verb","kaste",,"viskaa-","viskan-","hive",,"slenge",,,,"paiskata",,
"hyväksyyt","verb","godta",,"-","-","akseptere",,,,,,,,
"seurata","verb","følge (etter)",,"seuraa-","seuran-",,,,,,,,,
"komenttaat","verb","kommandere",,"komenna-","komenta-",,,,,,,,,
"teurata","verb","slakte",,"teuraa-","teuran-",,,,,,,,,
"teheskellä","verb","jobbe med noe",,"teheskele-","teheskel-",,,,,,,,,
"vihelttäät","verb","plystre",,"vihellä-","viheltä-",,,,,,,,,
"hukuttaat","verb","drukne",,"hukuta-","-",,,,,,,,,
"piiskoot","verb","regne regndråper",,"-","-",,,,,,,,,
"haravoiða","verb","rake",,"haravoitte-","haravoitte-",,,,,,,,,
"nussiit","verb","knulle",,"-","-","pule",,,,,,,,
"juoputella","verb","drikke",,"juoputtele-","-","være drikkfeldig",,,,,,,,
"pruukata","verb","bruke",,"pruukkaa-","pruukan-",,,,,,,,,
"mullita","verb","hyppe",,"mulitte-","mullin-",,,,,,,,,
"souttaat","verb","ro",,"souða-","souta-",,,,,,,,,
"tolkata","verb","orke",,"tolkkaa-","tolkan-","gidde",,,,,,,,
"pakata","verb","pakke",,"pakkaa-","pakan-",,,,,,,,,
"nielasta","verb","svelge",,"nielase-","nielas-",,,,,,,,,
"räknätä","verb","regne",,"räknää-","räknän-",,,,,,,,,
"näytellä","verb","vise",,"näyttele-","näytel-","drive og vise",,,,,,,,
"hamstrata","verb","hamstre",,"hamstraa-","hamstran-",,,,,,,,,
"lyöðä","verb","slå",,"lyö-","lyön-",,,,,,,"Hän lyöpi vasarala",,
"tiputtaat","verb","dryppe",,"tiputa-","-",,,,,,,,,
"pumpata","verb","pumpe",,"pumppaa-","pumpan-",,,,,,,,,
"kylmettyyt","verb","fryse",,"kylmety-","-",,,,,,,,,
"tehettäät","verb","la gjøre",,"tehetä-","-",,,,,,,,,
"ilmottaat","verb","melde",,"ilmota-","-","kunngjøre",,"opplyse",,"utgi",,,,
"stryykätä","verb","stryke",,"stryykkää-","stryykän-",,,,,,,,,
"huiskuttaat","verb","riste",,"huiskuta-","-",,,,,,,,,
"kiehahtaat","verb","koke opp",,"-","-",,,,,,,,,
"keritä","verb","klippe sauer",,"keritte-","keritte-",,,,,,,,,
"mäðätä","verb","råtne",,"mätäne-","mäðän-",,,,,,,,,
"epäonnistuut","verb","mislykkes",,"-","-",,,,,,,,,
"rauðottaat","verb","jernbeslå",,"rauðota-","-",,,,,,,,,
"färjätä","verb","farge",,"färjää-","färjän-",,,,,,,,,
"neuvotella","verb","råde",,"nevottele-","nevotel-",,,,,,,,,
"kuivettuut","verb","tørke inn",,"kuivetu-","-",,,,,,,,,
"koulata","verb","skole",,"koulaa-","koulan-","undervise",,"være lærer",,,,,,
"jatkuut","verb","fortsette",,"-","-",,,,,,,,,
"tervettellä","verb","hilse",,"tervettele-","tervettel-",,,,,,,,,
"troolata","verb","tråle",,"troolaa-","troolan-",,,,,,,,,
"liikutella","verb","røre",,"liikuttele-","liikutel-","bevege",,,,,,,,
"neuvoot","verb","råde",,"-","-",,,,,,,,,
"muurata","verb","mure",,"muuraa-","muuraan-",,,,,,,,,
"hirnuut","verb","knegge",,"-","-",,,,,,,,,
"vuottaat","verb","lekke",,"vuoða-","vuota-",,,,,,,,,
"tuomita","verb","dømme",,"tuomitte-","tuomitte-",,,,,,,,,
"hieðottaat","verb","sandstrø",,"hieðota-","-",,,,,,,,,
"kiittäät","verb","takke",,"kiitä-","-",,,,,,,,,
"aavistaat","verb","ane",,"aavista-","-",,,,,,,,,
"pehmiit","verb","bli myk",,"-","-",,,,,,,,,
"painuut","verb","synke",,"-","-",,,,,,,,,
"onkkiit","verb","fiske",,"ongi-","onki-",,,,,,,,,
"siunata","verb","signe",,"siunaa-","siunan-","velsigne",,,,,,,,
"laueta","verb","gå av",,"laukkee-","lauen-","eksplodere",,,,,,,,
"maistella","verb","smake",,"maistele-","maistel-",,,,,,,,,
"kielttäät","verb","forby",,"kiellä-","kieltä-","nekte",,,,,,,,
"neskätä","verb","gni",,"neskää-","neskän-","gnikke",,"gnukke",,,,,,
"paistuut","verb","steikes",,"-","-",,,,,,,,,
"hiirttyyt","verb","kveles",,"hiirry-","hiirty-",,,,,,,,,
"riuttaat","verb","la flyte",,"riuta-","-",,,,,,,,,
"pirruilla","verb","djevles",,"pirruile-","piruil-",,,,,,,,,
"kravata","verb","skrape",,"kravvaa-","kravan-",,,,,,,,,
"pilata","verb","skade",,"pillaa-","pilan-","skjemme",,"ødelegge",,,,,,
"syttyyt","verb","tennes",,"syty-","-",,,,,,,,,
"liittäät","verb","tilføye",,"liitä-","-","legge til",,"sette sammen",,,,,,
"huokaista","verb","sukke",,"huokaise-","huokais-",,,,,,,,,
"kelata","verb","sveive",,"kellaa-","kelan-","vinde",,"vinsje",,,,,,
"hukuttaat","verb","drukne",,"hukuta-","-",,,,,,,,,
"kopata","verb","koppe",,"koppaa-","kopan-",,,,,,,,,
"verrata","verb","sammenligne",,"verraa-","verran-",,,,,,,,,
"tyhventtäät","verb","tømme",,"tyhvennä-","tyhventä-",,,,,,,,,
"marssiskella","verb","marsjere",,"marssiskele-","marssiskel-",,,,,,,,,
"pauhata","verb","drønne",,"pauhaa-","pauhan-","dundre",,"suse",,,,,,
"kiilttäät","verb","kiltä",,"kiillä-","-","glinse",,"lyse",,,,,,
"lyöðä","verb","slå",,"lyö-","lyön-",,,,,,,"Hän lyöpi vasarala",,
"piinanttuut","verb","pines",,"piinannu-","piinantu-",,,,,,,,,
"torruut","verb","kjefte",,"toru-","toru-","skjenne",,,,,,,,
"pilata","verb","skade",,"pillaa-","pilan-","skjemme",,"ødelegge",,,,,,
"tapahtuut","verb","hende",,"-","-","inntreffe",,"skje",,,,,,
"kuunnella","verb","adlyde",,"kuunnele-","kuuntel-","høre på",,"lytte",,,,,,
"tierata","verb","leke",,"tieraa-","tieran-",,,,,,,,,
"purkkaat","verb","rive ned",,"pura-","purka-","plukke ned",,,,,,,,
"kumarttuut","verb","bøye seg framover",,"kumarru-","kumartu-",,,,,,,,,
"mitata","verb","måle",,"mittaa-","mitan-",,,,,,,,,
"jakkaat","verb","dele",,"jaa-","jaka-",,,,,,,,,
"haavoittaat","verb","såre",,"haavoita-","-",,,,,,,,,
"klinkata","verb","klinke",,"klinkkaa-","klinkan-",,,,,,,,,
"hakata","verb","hogge",,"hakkaa-","hakan-",,,,,,,,,
"kumarttuut","verb","bøye seg framover",,"kumarru-","kumartu-",,,,,,,,,
"tarkastella","verb","undersøke",,"tarkastele-","tarkastel-",,,,,,,,,
"laukata","verb","galoppere",,"laukkaa-","laukan-",,,,,,,,,
"tiuskuttaat","verb","krangle med",,"tiuskuta-","-",,,,,,,,,
"luvata","verb","love",,"luppaa-","luvan-",,,,,,,,,
"toimittaat","verb","utrette",,"toimita-","-",,,,,,,,,
"säilyttäät","verb","bevare",,"säilytä-","-","forvare",,,,,,,,
"lämmittäät","verb","varme",,"lämmitä-","-",,,,,,,,,
"aivastuttaat","verb","få til å nyse",,"aivastuta-","aivastutta-",,,,,,,"Minnuu aivastuttaa",,
"kummastella","verb","undre seg",,"kummastele-","-",,,,,,,,,
"valetella","verb","lyge",,"valettele-","valetel-",,,,,,,,,
"opastaat","verb","veilede",,"-","-","guide",,"være kjentmann/los",,,,,,
"kostuut","verb","greie å ta seg fram",,"-","-",,,,,,,,,
"uittaat","verb","lar flyte",,"uita-","-","fløte",,,,,,,,
"lymmyilä","verb","gjemme seg",,"lymmyile-","lymmyile-",,,,,,,"lymmyyt",,
"täyttäät","verb","fylle",,"täytä-","-",,,,,,,,,
"karhiita","verb","harve",,"karhii-","karhin-",,,,,,,,,
"nilottaat","verb","flekke",,"nilota-","-",,,,,,,,,
"amppuut","verb","skyte",,"ammu-","ampu-",,,,,,,,,
"kannella","verb","bære",,"kannel-","-",,,,,,,,,
"lommistaat","verb","lage bulker",,"-","-","bulke",,,,,,,,
"paistuut","verb","steikes",,"-","-",,,,,,,,,
"hauttoot","verb","bade",,"hauðo-","hauto-","ruge",,"varme",,,,,,
"parkkuut","verb","skrike",,"parvu-","parku-","gråte",,,,,,,,
"muutella","verb","endre",,"muuttele-","muutel-","forandre",,,,,,,,
"roiskiit","verb","piske",,"-","-",,,,,,,,,
"kalastaat","verb","fiske",,"-","-",,,,,,,,,
"varottaat","verb","advare",,"varota-","-","akte seg",,,,,,,,
"poimiit","verb","plukke",,"poimi-","-",,,,,,,,,
"troolata","verb","tråle",,"troolaa-","troolan-",,,,,,,,,
"purssuut","verb","renne over",,"pursu-","pursu-",,,,,,,"pursuta",,
"opetella","verb","lære (seg)",,"opettele-","opetel-","øve (seg)",,,,,,,,
"värkätä","verb","drive på med",,"värkkää-","värkän-",,,,,,,,,
"rauðottaat","verb","jernbeslå",,"rauðota-","-",,,,,,,,,
"naiða","verb","å gifte seg",,"nai-","nain-",,,,,,,,,
"päättäät","verb","beslutte",,"päätä-","-","bestemme",,,,,,,,
"muuttaat","verb","endre",,"muuta-","-","forandre",,,,,,,,
"kyllänttyyt","verb","bli lei av",,"kyllänny-","kyllänty-",,,,,,,,,
"kraakkuut","verb","harke",,"kraaku-","-","si ""kra""",,,,,,,,
"soittaat","verb","ringe",,"soita-","-","lyde",,,,,,,,
"lahota","verb","råtne",,"lahhoo-","lahon-",,,,,,,,,
"vajelttaat","verb","vandre",,"vajella-","vajelta-",,,,,,,,,
"piinanttuut","verb","pines",,"piinannu-","piinantu-",,,,,,,,,
"laulella","verb","småsynge",,"laulele-","laulel-",,,,,,,,,
"puuttuut","verb","dovne",,"puuðu-","puutu-",,,,,,,,,
"pehmenttäät","verb","bløtgjøre",,"pehmennä-","pehmentä-","myke opp",,,,,,,,
"veisata","verb","synge",,"veissaa-","veisan-",,,,,,,,,
"hiirttyyt","verb","kveles",,"hiirry-","hiirty-",,,,,,,,,
"uittaat","verb","lar flyte",,"uita-","-","fløte",,,,,,,,
"kuivettuut","verb","tørke inn",,"kuivetu-","-",,,,,,,,,
"suittaat","verb","ha råd til",,"suita-","-",,,,,,,,,
"jakkaat","verb","dele",,"jaa-","jaka-",,,,,,,,,
"verrata","verb","sammenligne",,"verraa-","verran-",,,,,,,,,
"kaivata","verb","savne",,"kaippaa-","-",,,,,,,,,
"hamstrata","verb","hamstre",,"hamstraa-","hamstran-",,,,,,,,,
"hommata","verb","arbeide",,"hommaa-","homman-","sysle",,,,,,,,
"lymmyilä","verb","gjemme seg",,"lymmyile-","lymmyile-",,,,,,,"lymmyyt",,
"luottaat","verb","stole",,"luota-","-",,,,,,,,,
"näyttäät","verb","vise",,"näytä-","-",,,,,,,,,
"kirnuta","verb","kjerne",,"kirnuu-","kirnun-",,,,,,,,,
"voiða","verb","kunne",,"voi-","voin-",,,,,,,"Hän voipi hyvin",,
"hauðata","verb","begrave",,"hauttaa-","hauðan-","gravlegge",,,,,,,,
"pistäät","verb","stikke",,"-","-",,,,,,,,,
"tinata","verb","fortinne",,"tinnaa-","tinan-",,,,,,,,,
"lähätellä","verb","banne",,"lähättele-","lähätel-",,,,,,,,,
"kuurrota","verb","støtte",,"kuurttoo-","kuurton-",,,,,,,,,
"pyörittäät","verb","snurre",,"pyöritä-","-",,,,,,,,,
"porata","verb","borre",,"porraa-","poran-",,,,,,,,,
"suijuttaat","verb","bøye",,"suijuta-","-",,,,,,,,,
"tunnustaat","verb","bekjenne",,"-","-","erkjenne",,,,,,,,
"ymmärttäät","verb","forstå",,"ymmärrä-","ymmärtä-",,,,,,,,,
"norjalaistaat","verb","fornorske",,"-","-",,,,,,,"ruiðalaistaat",,
"kylmätä","verb","bli kaldt",,"kylmää-","kylmän-",,,,,,,,,
"klapata","verb","klappe",,"klappaa-","klapan-",,,,,,,,,
"koittuut","verb","gry",,"koitu-","-",,,,,,,,,
"assuut","verb","bo",,"asu-","asu-",,,,,,,,,
"lukuttaat","verb","låse",,"lukuta-","-",,,,,,,,,
"vajota","verb","synke",,"vajjoo-","vajon-",,,,,,,,,
"vaihettaat","verb","bytte",,"vaiheta-","-","skifte",,,,,,,,
"estyyt","verb","bli forhindra",,"-","-",,,,,,,,,
"menettäät","verb","miste",,"menetä-","-","tape",,,,,,,,
"täkätä","verb","dekke",,"täkkää-","täkkän-",,,,,,,,,
"kehittäät","verb","vikle opp",,"kehitä-","-",,,,,,,,,
"lyhenttäät","verb","forkorte",,"lyhennä-","lyhentä-",,,,,,,,,
"murhata","verb","myrde",,"murhaa-","murhan-","drepe",,,,,,,,
"tansata","verb","danse",,"tanssaa-","tansan-",,,,,,,,,
"pakottaat","verb","tvinge",,"pakota-","-",,,,,,,,,
"naskuut","verb","knake",,"-","-",,,,,,,,,
"hirvistella","verb","gjeipe",,"hirvistele-","hirvistel-","skjære grimaser",,,,,,,,
"valvoot","verb","våke",,"-","-",,,,,,,,,
"tipata","verb","tippe",,"tippaa-","tipan-",,,,,,,,,
"mullita","verb","hyppe",,"mulitte-","mullin-",,,,,,,,,
"lakkiit","verb","lepje",,"laki-","-","slikke",,,,,,,,
"itkeet","verb","gråte",,"-","-","grine",,,,,,,,
"kelvata","verb","duge",,"kelppaa-","kelvan-",,,,,,,,,
"paastota","verb","faste",,"paastoo-","paaston-",,,,,,,,,
"pehmittäät","verb","gjøre myk",,"pehmitä-","-",,,,,,,,,
"mitata","verb","måle",,"mittaa-","mitan-",,,,,,,,,
"tarvita","verb","behøve",,"tarvitte-","-","trenge",,,,,,,,
"tansata","verb","danse",,"tanssaa-","tansan-",,,,,,,,,
"kattuut","verb","angre",,"kaðu-","katu-",,,,,,,,,
"koittaat","verb","gry",,"koita-","-",,,,,,,,,
"kyynnätä","verb","følge etter",,"kyyntää-","kyyntän-","forfølge",,,,,,,,
"opetella","verb","lære (seg)",,"opettele-","opetel-","øve (seg)",,,,,,,,
"synttyyt","verb","føde",,"synny-","synty-",,,,,,,,,
"sorteerata","verb","sortere",,"sorteeraa-","sorteeran-",,,,,,,,,
"langeta","verb","snuble",,"lankee-","langen-",,,,,,,,,
"jatkaat","verb","fortsette",,"-","-","forlenge",,,,,,,,
"kostuut","verb","greie å ta seg fram",,"-","-",,,,,,,,,
"praamata","verb","skryte",,"praamaa-","praaman-",,,,,,,,,
"jähðyttäät","verb","avkjøle",,"jähðytä-","-",,,,,,,,,
"kutkuttaat","verb","klø",,"kutkuta-","kile-",,,,,,,,,
"harjottaat","verb","trene",,"harjota-","-","øve",,,,,,,,
"häiritä","verb","forstyrre",,"häiritte-","häiritte-",,,,,,,,,
"liittyyt","verb","slutte seg til",,"liity-","-",,,,,,,,,
"puheta","verb","sprikke",,"puhkee-","puhen-",,,,,,,,,
"menettyyt","verb","besvime",,"menety-","-",,,,,,,,,
"hoksata","verb","komme på",,"hoksaa-","hoksan-",,,,,,,,,
"panna likhoon","verb","legge i bløt",,"-","-",,,,,,,"panna",,
"murista","verb","knurre",,"murise-","muris-",,,,,,,,,
"muuttaat","verb","endre",,"muuta-","-","forandre",,,,,,,,
"toivoot","verb","håpe",,"-","-",,,,,,,,,
"vaphauttaat","verb","befri",,"vaphauta-","-","frigjøre",,,,,,,,
"hajota","verb","gå i stykker",,"hajjoo-","hajon-",,,,,,,,,
"panettaat","verb","la sette",,"paneta-","-",,,,,,,,,
"kaakata","verb","skite",,"kaakkaa-","kaakan-","bærsje",,,,,,,,
"hermostuut","verb","bli nervøs",,"-","-",,,,,,,,,
"vaistoot","verb","stilne",,"-","-",,,,,,,,,
"kyllästyyt","verb","bli mett",,"-","-","få nok",,,,,,,,
"lisätä","verb","legge til",,"lissää-","lisän-","øke",,,,,,,,
"rukattaat","verb","skynde seg",,"rukata-","-",,,,,,,,,
"leikkiit","verb","leke",,"leiki-","-",,,,,,,"tierata",,
"rauhottuut","verb","roe seg",,"rauhotu-","-",,,,,,,,,
"vajelttaat","verb","vandre",,"vajella-","vajelta-",,,,,,,,,
"solmiit","verb","knyte",,"-","-",,,,,,,,,
"pistäät","verb","stikke",,"-","-",,,,,,,,,
"neuvoot","verb","råde",,"-","-",,,,,,,,,
"karssiit jonku pääle","verb","angripe",,"-","-",,,,,,,,,
"pestä","verb","vaske",,"pese-","-",,,,,,,"Poika pessee astiita",,
"venyttäät","verb","strekke",,"venytä-","-",,,,,,,,,
"mookata","verb","slå",,"mookkaa-","mookan-",,,,,,,,,
"leikata","verb","klippe",,"leikkaa-","leikan-","kutte",,"skjære",,,,,,
"hunteerata","verb","fundere",,"hunteeraa-","hunteeran-","tenke",,,,,,,,
"krapista","verb","rasle",,"krapise-","krapis-",,,,,,,,,
"pörätä","verb","rygge",,"pörrää-","pörän-",,,,,,,"perätä",,
"tavata","verb","stave",,"tavvaa-","tavan-",,,,,,,,,
"jannottaat","verb","tørste",,"janota-","-",,,,,,,"Minnuu jannottaa",,
"säästäät","verb","sprare",,"-","-",,,,,,,,,
"lopetella","verb","avslutte",,"lopettele-","lopetel-",,,,,,,,,
"laskeet","verb","slippe",,"-","-","gå ned",,"tappe",,,,,,
"raavastuut","verb","bli voksen",,"-","-",,,,,,,,,
"palttuut","verb","få nok",,"paltu-","-",,,,,,,,,
"jähðyttäät","verb","avkjøle",,"jähðytä-","-",,,,,,,,,
"muokata","verb","slå",,"muokkaa-","muokan-",,,,,,,"mookata",,
"hiilostaat","verb","svi",,"-","-",,,,,,,,,
"vässyyt","verb","bli trøtt",,"väsy-","väsy-",,,,,,,,,
"lissänttyyt","verb","øke",,"lissänny-","lissänty-",,,,,,,,,
"tartuttaat","verb","få napp",,"tartuta-","-","feste",,"overføre smitte",,,,,,
"ristiit","verb","døpe",,"-","-",,,,,,,,,
"myyðä","verb","selge",,"myy-","myyn-",,,,,,,,,
"röhtellä","verb","rape",,"röhtele-","röhtel-",,,,,,,,,
"syklätä","verb","sykle",,"syklää-","syklän-",,,,,,,,,
"laskeet","verb","slippe",,"-","-","gå ned",,"tappe",,,,,,
"huimata","verb","svimle",,"huimaa-","huiman-",,,,,,,,,
"noveta","verb","sote",,"nokkee-","noven-",,,,,,,,,
"pursuta","verb","renne over",,"purssuu-","pursun-",,,,,,,"purssuut",,
"paimenttaat","verb","gjete",,"paimenna-","paimenta-",,,,,,,,,
"lykkäillä","verb","dytte",,"lykkäile-","lykkäil-","skyve",,,,,,,,
"oðottaat","verb","vente",,"oðota-","-",,,,,,,,,
"särkkyyt","verb","knuses",,"särvy-","särky-","gå i stykker",,,,,,,,
"anttaat","verb","gi",,"anna-","anta-","yte",,,,,,,,
"väköttäät","verb","kvekke",,"väkötä-","-",,,,,,,,,
"nuolla","verb","sleikke",,"nuole-","nuol-",,,,,,,,,
"liottuut","verb","ligge i bløt",,"liotu-","-",,,,,,,,,
"aikkoot","verb","akte",,"aio-","aiko-","ha til hensikt",,,,,,,,
"kostaat","verb","hevne",,"-","-",,,,,,,,,
"lopettaat","verb","avslutte",,"lopeta-","-",,,,,,,,,
"kastella","verb","fukte",,"kastele-","kastel-","væte",,"våte",,,,,,
"palavoiða","verb","svette",,"palavoitte-","palavoitte-",,,,,,,,,
"täristä","verb","dirre",,"tärisse-","täris-",,,,,,,,,
"häiritä","verb","forstyrre",,"häiritte-","häiritte-",,,,,,,,,
"kraapasta","verb","skrape",,"kraapase-","kraapas-",,,,,,,,,
"kannattaat","verb","lønne seg",,"kannata-","-",,,,,,,,,
"kyllänttyyt","verb","bli lei av",,"kyllänny-","kyllänty-",,,,,,,,,
"kolistaat","verb","skramle",,"-","-","skrangle",,,,,,,,
"kuljettaat","verb","frakte",,"kuljeta-","-","bringe",,"transportere",,,,,,
"krapista","verb","rasle",,"krapise-","krapis-",,,,,,,,,
"sisälttäät","verb","inneholde",,"sisällä-","sisältä-",,,,,,,,,
"pyhkiit","verb","tørke",,"pyhi-","-",,,,,,,,,
"vihelttäät","verb","plystre",,"vihellä-","viheltä-",,,,,,,,,
"keittäät","verb","koke",,"keitä-","-",,,,,,,,,
"lihottaat","verb","fete",,"-","-",,,,,,,,,
"sivakoiða","verb","ski",,"sivakoitte-","sivakoitte-","gå på ski",,,,,,,,
"aukasta","verb","åpne",,"aukase-","auka-",,,,,,,,,
"tukkiit","verb","presse",,"tuki-","-","proppe",,"stoppe",,,,,,
"puhhuut","verb","snakke",,"puhu-","puhu-",,,,,,,,,
"villittäät","verb","egge",,"villitä-","-","tirre",,,,,,,,
"puhðistaat","verb","pusse",,"puhðista-","-","reingjøre",,,,,,,,
